Artlfd,PL-AT,Artikelname,AG-ID,Pfad,Online-Artikelname,Produktname,Kurztext,Vorteile,Anwendungsbereiche,Einsatzbereiche,Anwendung,Nutzenargumentation,youtube-Film
5215224,07201416,"Schraubendreher SL 4.5 x 125mm, SH mit 2-Komponenten-Griff, - Gambit Tools",10125,Produkte entdecken|Werkzeuge und Zubehör|Handwerkzeuge|Schraubendreher-Sortiment|Schlitzschraubendreher,"Schraubendreher / SL 4,5",Schlitzschraubendreher,Profi-Schraubendreher mit 2-Komponenten-Griff,,"• Aufgedrucktes Schraubensymbol am Griffende zur schnellen Identifikation

• Alle Schraubendreher mit praktischem Aufhängeloch

• Besonders robuste und langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl

• Spitzen passgenau nach DIN- und ISO-Normen gefertigt

• Ergonomische, rutsch- und schlagfeste Spezial-Kunststoffgriffe mit 2-Komponenten-Technik für perfekte Kraftübertragung

• Schlüsselhilfe des Schraubendrehers sorgt für maximale Hebelwirkung",,,"Schraubensymbol am Griffende zur Identifikation.

Schraubendreher mit Aufhängeloch.

Robuste, langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl.",
5215228,07201418,"Schraubendreher SL 6.5 x 150mm, SH mit 2-Komponenten-Griff, - Gambit Tools",10125,Produkte entdecken|Werkzeuge und Zubehör|Handwerkzeuge|Schraubendreher-Sortiment|Schlitzschraubendreher,"Schraubendreher / SL 6,5",Schlitzschraubendreher,Profi-Schraubendreher mit 2-Komponenten-Griff,,"• Aufgedrucktes Schraubensymbol am Griffende zur schnellen Identifikation

• Alle Schraubendreher mit praktischem Aufhängeloch

• Besonders robuste und langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl

• Spitzen passgenau nach DIN- und ISO-Normen gefertigt

• Ergonomische, rutsch- und schlagfeste Spezial-Kunststoffgriffe mit 2-Komponenten-Technik für perfekte Kraftübertragung

• Schlüsselhilfe des Schraubendrehers sorgt für maximale Hebelwirkung",,,"Schraubensymbol am Griffende zur Identifikation.

Schraubendreher mit Aufhängeloch.

Robuste, langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl.",
5215234,07201417,"Schraubendreher SL 5.5 x 125mm, SH mit 2-Komponenten-Griff, - Gambit Tools",10125,Produkte entdecken|Werkzeuge und Zubehör|Handwerkzeuge|Schraubendreher-Sortiment|Schlitzschraubendreher,"Schraubendreher / SL 5,5",Schlitzschraubendreher,Profi-Schraubendreher mit 2-Komponenten-Griff,,"• Aufgedrucktes Schraubensymbol am Griffende zur schnellen Identifikation

• Alle Schraubendreher mit praktischem Aufhängeloch

• Besonders robuste und langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl

• Spitzen passgenau nach DIN- und ISO-Normen gefertigt

• Ergonomische, rutsch- und schlagfeste Spezial-Kunststoffgriffe mit 2-Komponenten-Technik für perfekte Kraftübertragung

• Schlüsselhilfe des Schraubendrehers sorgt für maximale Hebelwirkung",,,"Schraubensymbol am Griffende zur Identifikation.

Schraubendreher mit Aufhängeloch.

Robuste, langlebige Ausführung aus Chrom-Molybdän-Vanadium-Stahl.",
5215282,P6025833,"Schleifrolle RB 346 J-flex-LU K 40, 115mmx50m",9146,Produkte entdecken|Schleif- und Trenntechnik|Schleifrollen|RB 346 J-flex,RB 346 J-flex,RB 346 J-flex,115 mm,,"• Sehr gute Anpassungsfähigkeit an enge Werkstückprofile und -radien

• Die hohe Festigkeit des Bindungssystems verhindert ein vorzeitiges Abbrechen von Schleifkorn

• Perfekt geeignet für Formschleifen mit Schleifbändern auf Schleifrobotern sowie auf Schleifmaschinen mit manueller Werkstückzuführung

• Anspruchsvolle manuelle Bearbeitung mit Rollen und Blättern (Handschliff)

• Geeignet für die Bearbeitung von Werkstückformen, Konturen, Profilen oder Radien

• Geeignet für die Bearbeitung von Messing, Werkzeugstahl, Zinkdruckguss, Aluminiumlegierungen und Edelstahl

• Verbesserte Standzeiten

• Höhere Abschliffwerte",,,"Gute Anpassung an Werkstückprofile, fester Halt des Schleifkorns.

Ideal für Formschleifen auf Robotern und manuellen Maschinen.",
5215284,P6008841,"Schleifrolle RB 346 J-flex-LU K 60, 115mmx50m",9146,Produkte entdecken|Schleif- und Trenntechnik|Schleifrollen|RB 346 J-flex,RB 346 J-flex,RB 346 J-flex,115 mm,,"• Sehr gute Anpassungsfähigkeit an enge Werkstückprofile und -radien

• Die hohe Festigkeit des Bindungssystems verhindert ein vorzeitiges Abbrechen von Schleifkorn

• Perfekt geeignet für Formschleifen mit Schleifbändern auf Schleifrobotern sowie auf Schleifmaschinen mit manueller Werkstückzuführung

• Anspruchsvolle manuelle Bearbeitung mit Rollen und Blättern (Handschliff)

• Geeignet für die Bearbeitung von Werkstückformen, Konturen, Profilen oder Radien

• Geeignet für die Bearbeitung von Messing, Werkzeugstahl, Zinkdruckguss, Aluminiumlegierungen und Edelstahl

• Verbesserte Standzeiten

• Höhere Abschliffwerte",,,"Gute Anpassung an Werkstückprofile, fester Halt des Schleifkorns.

Ideal für Formschleifen auf Robotern und manuellen Maschinen.",
5215286,P6008842,"Schleifrolle RB 346 J-flex-LU K 80, 115mmx50m",9146,Produkte entdecken|Schleif- und Trenntechnik|Schleifrollen|RB 346 J-flex,RB 346 J-flex,RB 346 J-flex,115 mm,,"• Sehr gute Anpassungsfähigkeit an enge Werkstückprofile und -radien

• Die hohe Festigkeit des Bindungssystems verhindert ein vorzeitiges Abbrechen von Schleifkorn

• Perfekt geeignet für Formschleifen mit Schleifbändern auf Schleifrobotern sowie auf Schleifmaschinen mit manueller Werkstückzuführung

• Anspruchsvolle manuelle Bearbeitung mit Rollen und Blättern (Handschliff)

• Geeignet für die Bearbeitung von Werkstückformen, Konturen, Profilen oder Radien

• Geeignet für die Bearbeitung von Messing, Werkzeugstahl, Zinkdruckguss, Aluminiumlegierungen und Edelstahl

• Verbesserte Standzeiten

• Höhere Abschliffwerte",,,"Gute Anpassung an Werkstückprofile, fester Halt des Schleifkorns.

Ideal für Formschleifen auf Robotern und manuellen Maschinen.",
5215288,P6008843,"Schleifrolle RB 346 J-flex-LU K 100, 115mmx50m",9146,Produkte entdecken|Schleif- und Trenntechnik|Schleifrollen|RB 346 J-flex,RB 346 J-flex,RB 346 J-flex,115 mm,,"• Sehr gute Anpassungsfähigkeit an enge Werkstückprofile und -radien

• Die hohe Festigkeit des Bindungssystems verhindert ein vorzeitiges Abbrechen von Schleifkorn

• Perfekt geeignet für Formschleifen mit Schleifbändern auf Schleifrobotern sowie auf Schleifmaschinen mit manueller Werkstückzuführung

• Anspruchsvolle manuelle Bearbeitung mit Rollen und Blättern (Handschliff)

• Geeignet für die Bearbeitung von Werkstückformen, Konturen, Profilen oder Radien

• Geeignet für die Bearbeitung von Messing, Werkzeugstahl, Zinkdruckguss, Aluminiumlegierungen und Edelstahl

• Verbesserte Standzeiten

• Höhere Abschliffwerte",,,"Gute Anpassung an Werkstückprofile, fester Halt des Schleifkorns.

Ideal für Formschleifen auf Robotern und manuellen Maschinen.",
5215290,P6008844,"Schleifrolle RB 346 J-flex-LU K 120, 115mmx50m",9146,Produkte entdecken|Schleif- und Trenntechnik|Schleifrollen|RB 346 J-flex,RB 346 J-flex,RB 346 J-flex,115 mm,,"• Sehr gute Anpassungsfähigkeit an enge Werkstückprofile und -radien

• Die hohe Festigkeit des Bindungssystems verhindert ein vorzeitiges Abbrechen von Schleifkorn

• Perfekt geeignet für Formschleifen mit Schleifbändern auf Schleifrobotern sowie auf Schleifmaschinen mit manueller Werkstückzuführung

• Anspruchsvolle manuelle Bearbeitung mit Rollen und Blättern (Handschliff)

• Geeignet für die Bearbeitung von Werkstückformen, Konturen, Profilen oder Radien

• Geeignet für die Bearbeitung von Messing, Werkzeugstahl, Zinkdruckguss, Aluminiumlegierungen und Edelstahl

• Verbesserte Standzeiten

• Höhere Abschliffwerte",,,"Gute Anpassung an Werkstückprofile, fester Halt des Schleifkorns.

Ideal für Formschleifen auf Robotern und manuellen Maschinen.",
5215292,P6008845,"Schleifrolle RB 346 J-flex-LU K 150, 115mmx50m",9146,Produkte entdecken|Schleif- und Trenntechnik|Schleifrollen|RB 346 J-flex,RB 346 J-flex,RB 346 J-flex,115 mm,,"• Sehr gute Anpassungsfähigkeit an enge Werkstückprofile und -radien

• Die hohe Festigkeit des Bindungssystems verhindert ein vorzeitiges Abbrechen von Schleifkorn

• Perfekt geeignet für Formschleifen mit Schleifbändern auf Schleifrobotern sowie auf Schleifmaschinen mit manueller Werkstückzuführung

• Anspruchsvolle manuelle Bearbeitung mit Rollen und Blättern (Handschliff)

• Geeignet für die Bearbeitung von Werkstückformen, Konturen, Profilen oder Radien

• Geeignet für die Bearbeitung von Messing, Werkzeugstahl, Zinkdruckguss, Aluminiumlegierungen und Edelstahl

• Verbesserte Standzeiten

• Höhere Abschliffwerte",,,"Gute Anpassung an Werkstückprofile, fester Halt des Schleifkorns.

Ideal für Formschleifen auf Robotern und manuellen Maschinen.",
5215294,P6008846,"Schleifrolle RB 346 J-flex-LU K 180, 115mmx50m",9146,Produkte entdecken|Schleif- und Trenntechnik|Schleifrollen|RB 346 J-flex,RB 346 J-flex,RB 346 J-flex,115 mm,,"• Sehr gute Anpassungsfähigkeit an enge Werkstückprofile und -radien

• Die hohe Festigkeit des Bindungssystems verhindert ein vorzeitiges Abbrechen von Schleifkorn

• Perfekt geeignet für Formschleifen mit Schleifbändern auf Schleifrobotern sowie auf Schleifmaschinen mit manueller Werkstückzuführung

• Anspruchsvolle manuelle Bearbeitung mit Rollen und Blättern (Handschliff)

• Geeignet für die Bearbeitung von Werkstückformen, Konturen, Profilen oder Radien

• Geeignet für die Bearbeitung von Messing, Werkzeugstahl, Zinkdruckguss, Aluminiumlegierungen und Edelstahl

• Verbesserte Standzeiten

• Höhere Abschliffwerte",,,"Gute Anpassung an Werkstückprofile, fester Halt des Schleifkorns.

Ideal für Formschleifen auf Robotern und manuellen Maschinen.",
5215296,P6026229,"Schleifrolle RB 346 J-flex-LU K 220, 115mmx50m",9146,Produkte entdecken|Schleif- und Trenntechnik|Schleifrollen|RB 346 J-flex,RB 346 J-flex,RB 346 J-flex,115 mm,,"• Sehr gute Anpassungsfähigkeit an enge Werkstückprofile und -radien

• Die hohe Festigkeit des Bindungssystems verhindert ein vorzeitiges Abbrechen von Schleifkorn

• Perfekt geeignet für Formschleifen mit Schleifbändern auf Schleifrobotern sowie auf Schleifmaschinen mit manueller Werkstückzuführung

• Anspruchsvolle manuelle Bearbeitung mit Rollen und Blättern (Handschliff)

• Geeignet für die Bearbeitung von Werkstückformen, Konturen, Profilen oder Radien

• Geeignet für die Bearbeitung von Messing, Werkzeugstahl, Zinkdruckguss, Aluminiumlegierungen und Edelstahl

• Verbesserte Standzeiten

• Höhere Abschliffwerte",,,"Gute Anpassung an Werkstückprofile, fester Halt des Schleifkorns.

Ideal für Formschleifen auf Robotern und manuellen Maschinen.",
5215298,P6013302,"Schleifrolle RB 346 J-flex-LU K 240, 115mmx50m",9146,Produkte entdecken|Schleif- und Trenntechnik|Schleifrollen|RB 346 J-flex,RB 346 J-flex,RB 346 J-flex,115 mm,,"• Sehr gute Anpassungsfähigkeit an enge Werkstückprofile und -radien

• Die hohe Festigkeit des Bindungssystems verhindert ein vorzeitiges Abbrechen von Schleifkorn

• Perfekt geeignet für Formschleifen mit Schleifbändern auf Schleifrobotern sowie auf Schleifmaschinen mit manueller Werkstückzuführung

• Anspruchsvolle manuelle Bearbeitung mit Rollen und Blättern (Handschliff)

• Geeignet für die Bearbeitung von Werkstückformen, Konturen, Profilen oder Radien

• Geeignet für die Bearbeitung von Messing, Werkzeugstahl, Zinkdruckguss, Aluminiumlegierungen und Edelstahl

• Verbesserte Standzeiten

• Höhere Abschliffwerte",,,"Gute Anpassung an Werkstückprofile, fester Halt des Schleifkorns.

Ideal für Formschleifen auf Robotern und manuellen Maschinen.",
5215300,P6018582,"Schleifrolle RB 346 J-flex-LU K 320, 115mmx50m",9146,Produkte entdecken|Schleif- und Trenntechnik|Schleifrollen|RB 346 J-flex,RB 346 J-flex,RB 346 J-flex,115 mm,,"• Sehr gute Anpassungsfähigkeit an enge Werkstückprofile und -radien

• Die hohe Festigkeit des Bindungssystems verhindert ein vorzeitiges Abbrechen von Schleifkorn

• Perfekt geeignet für Formschleifen mit Schleifbändern auf Schleifrobotern sowie auf Schleifmaschinen mit manueller Werkstückzuführung

• Anspruchsvolle manuelle Bearbeitung mit Rollen und Blättern (Handschliff)

• Geeignet für die Bearbeitung von Werkstückformen, Konturen, Profilen oder Radien

• Geeignet für die Bearbeitung von Messing, Werkzeugstahl, Zinkdruckguss, Aluminiumlegierungen und Edelstahl

• Verbesserte Standzeiten

• Höhere Abschliffwerte",,,"Gute Anpassung an Werkstückprofile, fester Halt des Schleifkorns.

Ideal für Formschleifen auf Robotern und manuellen Maschinen.",
5215652,Set9263,Set Multikraft Blitz-Kleber  2K 10g,9706,Produkte entdecken|Klebetechnik|Klebstoffe|Multikraft Blitz-Kleber 2K,Set - Multikraft Blitz-Kleber 2K / inkl. 13 Mischdüsen / 10 g / 10 g,Multikraft Blitz-Kleber 2K,Zwei-Komponenten-Kleber der neuen Generation auf Cyanacrylat-Basis,"• Extremer Halt nach wenigen Sekunden

• Herausragende Medienbeständigkeit gegen Feuchtigkeit, Salzwasser, Öle, Fette, Kraftstoff und viele Lösemittel

• Hervorragende Klebeeingenschaften auf vielen Werkstoffen wie Metall, Gummi, Holz, Papier, Karton, Leder, Textilien und vielen Kunststoffen, z. B. PVC, ABS, PC und PBT","• Einfache Anwendung ohne Kartuschenpresse

• Wiederverschließbar

• Ausblüharm 

• Thixotrop 

• Tropffrei 

• Extrem schlagfest 

• Mechanisch bearbeitbar

• Über Kopf und an vertikalen Stellen anwendbar

• Transparente Verklebung von PMMA

• Beständig gegen Benzin und Diesel","Fahrzeugbau, Kunststofftechnik, Metallbau, Holzindustrie, Montagetechnik, Elektrotechnik",,"Schneller, starker Halt.

Beständig gegen Feuchtigkeit, Salzwasser, Öle, Fette, Lösemittel.

Klebt gut auf Metall, Gummi, Holz, Textilien, Kunststoffen.",https://www.youtube.com/watch?v=WgbZHM7ctnY
5217686,07800029,"Werkzeugkombikasten 1/4  1/2, 91-tlg., - Gambit Tools -",9789,"Produkte entdecken|Werkzeuge und Zubehör|Handwerkzeuge|Steckschlüsselsätze|Werkzeugkombikasten 1/4"" und 1/2""","Werkzeugkombikasten / 1/4"" + 1/2"" / 91-tlg.","Werkzeugkombikasten 1/4"" und 1/2""",91-tlg. im Kunststoffkoffer,"• Speziell zusammengestellt für die verschiedensten Anforderungen in Werkstatt, Haus und Hof

• Bestückt mit hochwertigen Qualitäts-Werkzeugen

• Alles sicher verstaut im praktischen Kunststoffkoffer","• Steckschlüssel-Kombikasten, bestückt mit Qualitäts-Werkzeugen aus hochwertigem Chrom-Vanadium-Stahl

• Inkl. 31-teiliger GAMBIT® Bit-Box, bestückt mit Spezialsicherheits-Bits aus hochwertigem S2-Stahl

• Enthält je einen kompletten 1/4“ und 1/2“ Steckschlüsselsatz sowie einen Ringmaulschlüsselsatz",,,"Vielseitiges Set für Werkstatt, Haus & Hof.

Hochwertige Werkzeuge im sicheren Kunststoffkoffer für verschiedene Anforderungen.",
5218236,MW4933441700,M12JS-402B Akku-Stichsäge,9920,Produkte entdecken|Elektrowerkzeuge|Akku-Stichsäge,Akku-Stichsäge,Akku-Stichsäge,12 V (Basic),,"• Leichte und kompakte 12 V Stichsäge

• REDLINK™ Elektronik - Überlastschutz für lange Lebensdauer von Akku, Motor und Getriebe

• Elektronik mit stufenloser Drehzahlsteuerung

• Glatte Schnittkanten dank minimaler Vibrationen

• Präzisionsführungsschiene für genaueres Arbeiten und reduziertes Abweichen des Sägeblatts

• Verbesserte Sicht auf die Schnittstelle durch kompakte Bauweise

• Werkzeuglose Verstellung der Bodenplatte für Gehrungsschnitte bis 45°

• FIXTEC-Sägeblattschnellwechselsystem für werkzeuglosen Sägeblattwechsel

• Einzelzellenüberwachung für lange Lebensdauer des Akkus

• LED-Beleuchtung des Arbeitsbereichs

• Stabile Aluminiumguss-Bodenplatte mit Stahleinlage und Kunststoff-Gleitsohle

• 100% systemkompatibel mit dem Milwaukee® M12 Produktprogramm",,,"Leichte und kompakte 12 V Stichsäge

REDLINK™ Elektronik - Überlastschutz für lange Lebensdauer von Akku, Motor und Getriebe

Elektronik mit stufenloser Drehzahlsteuerung",
5218402,MW4933451550,M18FAP180-502X FUEL Akku-Polierer,9940,Produkte entdecken|Elektrowerkzeuge|Akku-Polierer,Akku-Polierer,Akku-Polierer,18 V (Basic) Li-ion,,"• Der weltweit erste 18 V Akku-Polierer mit 8 stufiger Drehzahlvorwahl

• Bürstenloser POWERSTATE™ Motor für maximale Mobilität beim Arbeiten

• REDLINK PLUS™ Elektronik mit einzigartigem Leistungsmanagement und digitalem Überlastschutz*

• REDLITHIUM-ION™ Akku mit Einzelzellenüberwachung für eine lange Laufzeit und Lebensdauer des Akkus

• Genug Akkuleistung für ein Auto*

• Drehzahlelektronik mit Sanftanlauf für beste Kontrolle

• Max. Polierdurchmesser 180 mm

• Abnehmbarer Staubschutz

• Getriebekasten mit Softgrip-Ummantelung für hohen Komfort

• Arretierbarer Schalter für den Dauerbetrieb

• 100% systemkompatibel mit dem Milwaukee® M18 Produktprogramm

• *bei leichten Kratzern und gutem Lack

",,,"Der weltweit erste 18 V Akku-Polierer mit 8 stufiger Drehzahlvorwahl

Bürstenloser POWERSTATE™ Motor für maximale Mobilität

REDLINK PLUS™ Elektronik mit digitalem Überlastschutz",
5218746,MW4933431955,PD705 Schlagbohrmaschine,9949,Produkte entdecken|Elektrowerkzeuge|Schlagbohrmaschine,Schlagbohrmaschine,Schlagbohrmaschine,705 Watt,,"• Leichte und kompakte 705 W Schlagbohrmaschine

• Handgriff mit Softgrip-Auflage

• Elektronik mit Drehzahlvorwahl und Rechts-/Linkslauf

• Schlagstopp zum Bohren in Holz und Metall

• 13 mm Metall-Schnellspannbohrfutter

• 43 mm Spannhalsdurchmesser - geeignet für Bohrständer

• Netzkabel 4 m",,,"Leichte und kompakte 705 W Schlagbohrmaschine

Handgriff mit Softgrip-Auflage

Elektronik mit Drehzahlvorwahl und Rechts-/Linkslauf",
5218772,MW4933390186,HD2E13R Bohrmaschine,9935,Produkte entdecken|Elektrowerkzeuge|Bohrmaschine,Bohrmaschine,Bohrmaschine,705 Watt,,"• Leichte und kompakte 705 W Bohrmaschine

• Elektronik mit Drehzahlvorwahl

• Robustes Metallgetriebegehäuse

• 13 mm Metall-Schnellspannbohrfutter

• Handgriff mit Softgrip-Auflage

• Netzkabel 4 m

• Rechts-/Linkslauf",,,"Leichte und kompakte 705 W Bohrmaschine

Elektronik mit Drehzahlvorwahl

Robustes Metallgetriebegehäuse",
5218798,MW4933451524,IPWE400R Schlagschrauber,9950,Produkte entdecken|Elektrowerkzeuge|Schlagschrauber,Schlagschrauber,Schlagschrauber,725 Watt / 400 Nm,,"• Robustes Metallgetriebegehäuse

• Kraftvolle 400 Nm Drehmoment

• Softgrip-Auflage und ergonomisches Griffdesign

• Elektronik mit Drehzahlsteuerung

• Netzkabel 4 m",,,"Robustes Metallgetriebegehäuse

Kraftvolle 400 Nm Drehmoment

Softgrip-Auflage und ergonomisches Griffdesign",
5218826,MW4933403200,AG9-125XCProTector Winkelschleifer,9951,Produkte entdecken|Elektrowerkzeuge|Winkelschleifer,Winkelschleifer,Winkelschleifer,850 Watt,,"• Staubgeschützter 850 W ProTector-Motor für eine lange Lebensdauer

• Leicht und kompakt

• Elektronik mit Sanftanlauf, Überlastschutz, Leerlaufdrehzahlbegrenzung

• Große Trenntiefe durch flachen, kompakten Metallgetriebekopf

• Magnesium-Druckguss-Getriebegehäuse

• Staubgeschützte Lager und Schalter

• Gebläse kühlt den Motor auch bei großer Beanspruchung wirkungsvoll

• FIXTEC-Spannmutter und Spindelarretierung für werkzeuglosen Scheibenwechsel

• Schutzhauben-Schnellverstellung

• Abschalt-Kohlebürsten zum Schutz des Motors

• Netzkabel 4 m

• Wiederanlaufschutz",,,"Staubgeschützter 850 W ProTector-Motor für eine lange Lebensdauer

Leicht und kompakt

Elektronik mit Sanftanlauf, Überlastschutz, Leerlaufdrehzahlbegrenzung",
